CRICOS Provider Code,Institution Name,Location Name,Location Type,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Postcode
01632D,Sunshine Coast English College Pty Ltd,Shop 4 26 Duporth Ave MAROOCHYDORE QLD 4558,Location owned and operated by provider,26 Duporth Ave,,,,MAROOCHYDORE,QLD,4558
01645K,Woodcroft College,Woodcroft College,Location owned and operated by provider,143 Bains Rd,,,,MORPHETT VALE,SA,5162
01647G,Holmes Colleges Queensland Pty Ltd,Holmes Colleges Qld Pty Ltd (Brisbane Campus),Location owned and operated by provider,10 Herschel St,,,,BRISBANE,QLD,4000
01647G,Holmes Colleges Queensland Pty Ltd,Holmes Colleges Qld Pty Ltd (Cairns campus),Location owned and operated by provider,18 Lake St,,,,CAIRNS,QLD,4870
01647G,Holmes Colleges Queensland Pty Ltd,Holmes Colleges Qld Pty Ltd (Gold Coast campus),Location owned and operated by provider,"Level 2, Circle on Cavill",3184 Surfers Paradise Blvd,,,Surfers Paradise,QLD,4217
01647G,Holmes Colleges Queensland Pty Ltd,"Levels 2 & 3 126 Margaret Street, Brisbane 4000",Location owned and operated by provider,Levels 2 & 3,126 Margaret Street,,,Brisbane,QLD,4000
01664G,Heights College Ltd,Heights College,Location owned and operated by provider,Cnr Carlton St and Yaamba Rd,,,,NORTH ROCKHAMPTON,QLD,4702
01678A,Language Studies International Australia Pty Ltd,Language Studies International Australia Pty Ltd,Location owned and operated by provider,93 Edward St,,,,BRISBANE,QLD,4000
01678A,Language Studies International Australia Pty Ltd,LSI Education,Location owned and operated by provider,Level 2 133 Leichhardt Street,,,,SPRING HILL,QLD,4000
01682E,Navitas Australia,Taylors College (Waterloo) (School operations),Location owned and operated by provider,965 Bourke St,,,,WATERLOO,NSW,2017
01688K,Kennedy Baptist College Association Inc.,Kennedy Baptist College (amalgamated),Location owned and operated by provider,Farrington Rd,,,,MURDOCH,WA,6150
01709K,Biba Academy of Hair & Beauty Pty Ltd,Biba Academy of Hair & Beauty Pty Ltd,Location owned and operated by provider,236 Johnston St,,,,FITZROY,VIC,3065
01709K,Biba Academy of Hair & Beauty Pty Ltd,"Swanston Street, Melbourne",Location owned and operated by provider,401 Swanston St,,,,Melbourne,VIC,3000
01718J,BPP Institute Pty Ltd,"Levels 3, 4, 5, 7 & 9/108 Lonsdale St",Location owned and operated by provider,"Levels 3,4,5,6,7 & 9/108  Lonsdale St.",,,,Melbourne,VIC,3000
01723A,Department of Education,Albany Senior High School,Location owned and operated by provider,1 Campbell Rd,,,,Mount Clarence,WA,6330
01723A,Department of Education,Alkimos College,Location owned and operated by provider,101 Santorini Prom,,,,Alkimos,WA,6038
01723A,Department of Education,Applecross Primary School,Location owned and operated by provider,65 Kintail Rd,,,,Applecross,WA,6153
01723A,Department of Education,Applecross Senior High School,Location owned and operated by provider,Links Rd,,,,ARDROSS,WA,6153
01723A,Department of Education,Armadale Senior High School,Location owned and operated by provider,169 South Western Highway,,,,Armadale,WA,6112
01723A,Department of Education,Ashburton Drive Primary School,Location owned and operated by provider,6 Nullagine Way,,,,Gosnells,WA,6110
01723A,Department of Education,Ashdale Secondary College,Location owned and operated by provider,75 Westport Parade,,,,Darch,WA,6065
01723A,Department of Education,Atwell College,Location owned and operated by provider,201 Brenchley Dr,,,,ATWELL,WA,6164
01723A,Department of Education,Atwell Primary School,Location owned and operated by provider,160 Lydon Blvd,,,,Atwell,WA,6164
01723A,Department of Education,Balcatta Senior High School,Location owned and operated by provider,31 Poincaire St,,,,BALCATTA,WA,6021
01723A,Department of Education,Balga Senior High School,Location owned and operated by provider,2 Markham Way,,,,Balga,WA,6061
01723A,Department of Education,Ballajura Community College,Location owned and operated by provider,Illawarra Cres S,,,,BALLAJURA,WA,6066
01723A,Department of Education,Ballajura Primary School,Location owned and operated by provider,Illawarra Cres,,,,South Ballajura,WA,6066
01723A,Department of Education,Beaconsfield Primary School,Location owned and operated by provider,5 Hale St,,,,Beaconsfield,WA,6162
01723A,Department of Education,Beckenham Primary School,Location owned and operated by provider,386 Railway Pde,,,,Beckenham,WA,6107
01723A,Department of Education,Beechboro Primary School,Location owned and operated by provider,King Rd,,,,Beechboro,WA,6063
01723A,Department of Education,Beelier Primary School,Location owned and operated by provider,86 The Grange,,,,Beeliar,WA,6164
01723A,Department of Education,Belmont City College,Location owned and operated by provider,106 Fisher St,,,,Belmont,WA,6104
01723A,Department of Education,Bentley Primary School,Location owned and operated by provider,15 Hedley St,,,,Bentley,WA,6102
01723A,Department of Education,Bob Hawke College,Location owned and operated by provider,200 Roberts Rd,,,,Subiaco,WA,6008
01723A,Department of Education,Bridgetown High School,Location owned and operated by provider,58 Steere Street,,,,Bridgetown,WA,6255
01723A,Department of Education,Broome Senior High School,Location owned and operated by provider,69 Frederick St,,,,Broome,WA,6725
01723A,Department of Education,Bunbury Senior High School,Location owned and operated by provider,10 Haig Cres,,,,BUNBURY,WA,6230
01723A,Department of Education,Burrendah Primary School,Location owned and operated by provider,Castlereagh Cl,,,,WILLETTON,WA,6155
01723A,Department of Education,Busselton Senior High School,Location owned and operated by provider,136 Bussell Hwy,,,,BUSSELTON,WA,6280
01723A,Department of Education,Butler College,Location owned and operated by provider,15 McCormack Blvd,,,,Butler,WA,6036
01723A,Department of Education,Byford Secondary School,Location owned and operated by provider,57 Abernethy Rd,,,,Byford,WA,6122
01723A,Department of Education,Canning Vale College,Location owned and operated by provider,26 Dumbarton Rd,,,,CANNING VALE,WA,6155
01723A,Department of Education,Canning Vale Primary School,Location owned and operated by provider,The Ramble,,,,CANNING VALE,WA,6155
01723A,Department of Education,Carine Primary School,Location owned and operated by provider,58 Osmaston Rd,,,,CARINE,WA,6020
01723A,Department of Education,Carine Senior High School,Location owned and operated by provider,51 Everingham St,,,,CARINE,WA,6020
01723A,Department of Education,Carlisle Primary School,Location owned and operated by provider,271 Orong Rd,,,,Kewdale,WA,6105
01723A,Department of Education,Central Midlands Senior High School,Location owned and operated by provider,29/31 Ranfurly St,,,,Moora,WA,6510
01723A,Department of Education,Churchlands Primary School,Location owned and operated by provider,Cromarty Rd,,,,FLOREAT,WA,6014
01723A,Department of Education,Churchlands Senior High School,Location owned and operated by provider,20 Lucca St,,,,CHURCHLANDS,WA,6018
01723A,Department of Education,City Beach Primary School,Location owned and operated by provider,30 Marapana Rd,,,,City Beach,WA,6015
01723A,Department of Education,Cloverdale Primary School,Location owned and operated by provider,180 Fisher St,,,,Cloverdale,WA,6105
01723A,Department of Education,Collier Primary School,Location owned and operated by provider,17 Hobbs Ave,,,,COMO,WA,6152
01723A,Department of Education,Como Primary School,Location owned and operated by provider,29 Thelma St,,,,COMO,WA,6152
01723A,Department of Education,Como Secondary College,Location owned and operated by provider,20 Bruce St,,,,COMO,WA,6152
01723A,Department of Education,Coodanup Community College (secondary),Location owned and operated by provider,Wanjeep St,,,,Mandurah,WA,6210
01723A,Department of Education,Cottesloe Primary School,Location owned and operated by provider,530 Stirling Hwy,,,,Peppermint Grove,WA,6011
01723A,Department of Education,Currambine Primary School,Location owned and operated by provider,28 Ambassador Dr,,,,Currambine,WA,6028
01723A,Department of Education,Curtin Primary School,Location owned and operated by provider,20 Goss Ave,,,,Manning,WA,6152
01723A,Department of Education,Cyril Jackson Senior Campus,Location owned and operated by provider,53 Reid St,,,,BASSENDEAN,WA,6054
01723A,Department of Education,Dalyellup College,Location owned and operated by provider,1 Wake Drive,,,,DALYELLUP,WA,6230
01723A,Department of Education,Darling Range Sports College,Location owned and operated by provider,117 Berkshire Rd,,,,Forrestfield,WA,6058
01723A,Department of Education,Deanmore Primary School,Location owned and operated by provider,21 Deanmore Rd,,,,KARRINYUP,WA,6018
01723A,Department of Education,"Department of Education,Western Australia",Location owned and operated by provider,151 Royal St,,,,EAST PERTH,WA,6004
01723A,Department of Education,Dianella Heights Primary School,Location owned and operated by provider,9 Beaman St,,,,Dianella,WA,6059
01723A,Department of Education,Dianella Primary College,Location owned and operated by provider,Laythorne St,,,,Dianella,WA,6059
01723A,Department of Education,Dianella Secondary College,Location owned and operated by provider,180 Nollamara Ave,,,,Dianella,WA,6059
01723A,Department of Education,Doubleview Primary School,Location owned and operated by provider,203 St Brigids Tce,,,,DOUBLEVIEW,WA,6018
01723A,Department of Education,East Kimberley College,Location owned and operated by provider,79 Mangaloo Street,,,,Kununurra,WA,6743
01723A,Department of Education,East Victoria Park Primary School,Location owned and operated by provider,30 Beatty Ave,,,,East Victoria Park,WA,6101
01723A,Department of Education,Eastern Hills Senior High School,Location owned and operated by provider,Lot 289 Keane St East,,,,Mount Helena,WA,6082
01723A,Department of Education,Eaton Primary School,Location owned and operated by provider,35 Diadem St,,,,Eaton,WA,6232
01723A,Department of Education,Eddystone Primary School,Location owned and operated by provider,Littorina Ave,,,,HEATHRIDGE,WA,6027
01723A,Department of Education,Eden Hill Primary School,Location owned and operated by provider,83a Ivanhoe St,,,,Eden Hill,WA,6054
01723A,Department of Education,Edgewater Primary School,Location owned and operated by provider,76 Treetop Ave,,,,Edgewater,WA,6027
01723A,Department of Education,Esperance Primary School,Location owned and operated by provider,103 Windich St,,,,Esperance,WA,6450
01723A,Department of Education,Esperance Senior High School,Location owned and operated by provider,Pink Lake Rd,,,,ESPERANCE,WA,6450
01723A,Department of Education,Fremantle College,Location owned and operated by provider,Lefroy Rd,,,,Beaconsfield,WA,6162
01723A,Department of Education,Fremantle Primary School,Location owned and operated by provider,1 Brennan St,,,,Fremantle,WA,6160
01723A,Department of Education,Gibbs Street Primary School,Location owned and operated by provider,79 Gibbs St,,,,East Cannington,WA,6107
01723A,Department of Education,Gilmore College,Location owned and operated by provider,Dargin Pl,,,,Orelia,WA,6167
01723A,Department of Education,Girrawheen Senior High School,Location owned and operated by provider,39 Calvert Way,,,,GIRRAWHEEN,WA,6064
01723A,Department of Education,Glengarry Primary School,Location owned and operated by provider,25 Doveridge Dr,,,,Duncraig,WA,6023
01723A,Department of Education,Grandis Primary School,Location owned and operated by provider,220 Grandis Blvd,,,,Banksia Grove,WA,6031
01723A,Department of Education,Greenmount Primary School,Location owned and operated by provider,50-68 Innamincka Road,,,,Greenmount,WA,6056
01723A,Department of Education,Greenwood College,Location owned and operated by provider,79 Coolibah Dr,,,,Greenwood,WA,6024
01723A,Department of Education,Grovelands Primary School,Location owned and operated by provider,14 Grovelands Dr,,,,Camillo,WA,6111
01723A,Department of Education,Halls Head College,Location owned and operated by provider,1 Casuarina Dr,,,,Halls Head,WA,6210
01723A,Department of Education,Hammond Park Secondary College,Location owned and operated by provider,55 Irvine Parade,,,,Hammond Park,WA,6164
01723A,Department of Education,Hampton Senior High School,Location owned and operated by provider,Morley Dr E,,,,MORLEY,WA,6062
01723A,Department of Education,Harvey Senior High School,Location owned and operated by provider,51 South Western Hwy,,,,Harvey,WA,6220
01723A,Department of Education,Highgate Primary School,Location owned and operated by provider,147 Lincoln St,,,,HIGHGATE,WA,6003
01723A,Department of Education,Hillarys Primary School,Location owned and operated by provider,75 Lymburner Dr,,,,Hillarys,WA,6025
01723A,Department of Education,John Curtin College of the Arts,Location owned and operated by provider,90 Ellen St,,,,FREMANTLE,WA,6160
01723A,Department of Education,John Forrest Senior High School,Location owned and operated by provider,180 Drake St,,,,MORLEY,WA,6062
01723A,Department of Education,John Tonkin College,Location owned and operated by provider,Education Dr,,,,MANDURAH,WA,6210
01723A,Department of Education,Jolimont Primary School,Location owned and operated by provider,657 Hay St,,,,JOLIMONT,WA,6014
01723A,Department of Education,Joondalup Primary School,Location owned and operated by provider,150 Blue Mountain Drive,,,,Joondalup,WA,6027
01723A,Department of Education,Jurien Bay District High School,Location owned and operated by provider,19 Hamersley St,,,,Jurien Bay,WA,6516
01723A,Department of Education,Kalamunda Senior High School,Location owned and operated by provider,12 Cotherstone Rd,,,,KALAMUNDA,WA,6076
01723A,Department of Education,Kalgoorlie-Boulder Community High School,Location owned and operated by provider,PMB 9,,,,Kalgoorlie,WA,6433
01723A,Department of Education,Kapinara Primary School,Location owned and operated by provider,2 Catesby St,,,,City Beach,WA,6015
01723A,Department of Education,Kardinya Primary School,Location owned and operated by provider,Ochiltree Way,,,,Kardinya,WA,6163
01723A,Department of Education,Kelmscott Senior High School,Location owned and operated by provider,PO Box 21,,,,KELMSCOTT,WA,6991
01723A,Department of Education,Kensington Primary School,Location owned and operated by provider,73 Banksia Tce,,,,KENSINGTON,WA,6151
01723A,Department of Education,Kent Street Senior High School,Location owned and operated by provider,89 Kent St,,,,EAST VICTORIA PARK,WA,6101
01723A,Department of Education,Kewdale Primary School,Location owned and operated by provider,264 Kew St,,,,Kewdale,WA,6105
01723A,Department of Education,Kiara College,Location owned and operated by provider,368 Benara Rd,,,,Kiara,WA,6054
01723A,Department of Education,Kinross College,Location owned and operated by provider,Falkland Way,,,,Kinross,WA,6028
01723A,Department of Education,Kinross Primary School,Location owned and operated by provider,64 Kinross Dr,,,,Kinross,WA,6028
01723A,Department of Education,Koondoola Primary school,Location owned and operated by provider,50 Burbridge Ave,,,,Koondoola,WA,6064
01723A,Department of Education,Lake Gwelup Primary School,Location owned and operated by provider,59 Porter St,,,,GWELUP,WA,6018
