"ACARA SML ID","School Name","Suburb","State","Postcode","School Sector","School Type","ICSEA Percentile","CRICOS Status","CRICOS Registered","Jitter","Match Type","CRICOS Provider Code","CRICOS Institution","CRICOS Location"
"40327","Narrabundah Early Childhood School","Narrabundah","ACT","2604","Government","Primary","42","CRICOS registered","1","-0.3091","Location name, state and postcode","00643J","ACT Education Directorate","Narrabundah Early Childhood School"
"40328","Caroline Chisholm School","Chisholm","ACT","2905","Government","Combined","42","CRICOS registered","1","-0.2804","Location name, state and postcode","00643J","ACT Education Directorate","Caroline Chisholm School"
"40329","Isabella Plains Early Childhood School","Isabella Plains","ACT","2905","Government","Primary","69","CRICOS registered","1","-0.2517","Location name, state and postcode","00643J","ACT Education Directorate","Isabella Plains Early Childhood School"
"40330","The Canberra College","Phillip","ACT","2606","Government","Secondary","81","Not registered","0","-0.223","","","",""
"40332","Daramalan College","Dickson","ACT","2602","Independent","Secondary","91","Not registered","0","-0.1656","","","",""
"40333","Marist College Canberra","Pearce","ACT","2607","Independent","Combined","94","Not registered","0","-0.1369","","","",""
"40334","St Edmund's College Canberra","Griffith","ACT","2603","Independent","Combined","79","Not registered","0","-0.1082","","","",""
"40337","Darwin High School","The Gardens","NT","0820","Government","Secondary","68","Not registered","0","-0.0221","","","",""
"40338","Northern Territory School of Distance Education","The Gardens","NT","0820","Government","Secondary","4","Not registered","0","0.0067","","","",""
"40339","Centralian Senior College","Alice Springs","NT","0870","Government","Secondary","7","Not registered","0","0.0354","","","",""
"40343","Araluen Christian College","Alice Springs","NT","0870","Independent","Combined","45","Not registered","0","0.1502","","","",""
"40344","Holy Family Catholic Primary School","Karama","NT","0812","Catholic","Primary","33","Not registered","0","0.1789","","","",""
"40345","Holy Spirit Catholic Primary School","Wanguri","NT","0810","Catholic","Primary","62","Not registered","0","0.2076","","","",""
"40346","O'Loughlin Catholic College","Karama","NT","0812","Catholic","Secondary","58","Not registered","0","0.2363","","","",""
"40347","Our Lady of the Sacred Heart Catholic College","Alice Springs","NT","0870","Catholic","Combined","59","Not registered","0","0.265","","","",""
"40348","Sacred Heart Catholic Primary School","Woodroffe","NT","0830","Catholic","Primary","39","Not registered","0","0.2937","","","",""
"40349","St Francis of Assisi Catholic Primary School","Humpty Doo","NT","0836","Catholic","Primary","37","Not registered","0","0.3224","","","",""
"40350","St John's Catholic College","The Gardens","NT","0820","Catholic","Secondary","28","Not registered","0","0.3511","","","",""
"40351","St Joseph's Catholic College","Katherine","NT","0850","Catholic","Combined","35","Not registered","0","-0.3402","","","",""
"40352","St Mary's Catholic Primary School","Darwin","NT","0800","Catholic","Primary","77","Not registered","0","-0.3115","","","",""
"40353","St Paul's Catholic Primary School","Rapid Creek","NT","0810","Catholic","Primary","78","Not registered","0","-0.2827","","","",""
"40356","Muirden Senior College","Adelaide","SA","5000","Independent","Secondary","78","Not registered","0","-0.1966","","","",""
"40357","Sacred Heart College","Somerton Park","SA","5044","Catholic","Combined","80","Not registered","0","-0.1679","","","",""
"40366","Kinma School","Terrey Hills","NSW","2084","Independent","Primary","83","Not registered","0","0.0904","","","",""
"40367","Knox Grammar School","Wahroonga","NSW","2076","Independent","Combined","99","CRICOS registered","1","0.1191","Location name, state and postcode","00399E","Knox Grammar School","Knox Grammar School"
"40369","Moriah College","Bondi Junction","NSW","2022","Independent","Combined","94","Not registered","0","0.1766","","","",""
"40372","St Francis Xavier's College","Hamilton","NSW","2303","Catholic","Secondary","83","Not registered","0","0.2627","","","",""
"40374","Holy Spirit Infants School","Abermain","NSW","2326","Catholic","Primary","43","Not registered","0","0.3201","","","",""
"40375","St Joseph's Catholic Primary School Como - Oyster Bay","Como","NSW","2226","Catholic","Primary","91","Not registered","0","0.3488","","","",""
"40378","St Therese's Community Parish School","Wilcannia","NSW","2836","Catholic","Primary","2","Not registered","0","-0.2851","","","",""
"40381","Highfields Preparatory and Kindergarten School","Lindfield","NSW","2070","Independent","Primary","97","Not registered","0","-0.199","","","",""
"40383","Odyssey College","Eagle Vale","NSW","2558","Independent","Special","18","Not registered","0","-0.1415","","","",""
"40384","Coffs Harbour Christian Community School","Bonville","NSW","2450","Independent","Combined","63","Not registered","0","-0.1128","","","",""
"40387","Learning Co-Operative School","Cottles Bridge","VIC","3099","Independent","Primary","74","Not registered","0","-0.0267","","","",""
"40388","Mt Maria College","Mitchelton","QLD","4053","Catholic","Secondary","80","Not registered","0","0.002","","","",""
"40392","Andale School","Kew","VIC","3101","Independent","Special","92","Not registered","0","0.1168","","","",""
"40393","The Currajong School","Malvern East","VIC","3145","Independent","Special","81","Not registered","0","0.1455","","","",""
"40395","Mansfield Autism Statewide Services","Mansfield","VIC","3722","Independent","Special","55","Not registered","0","0.2029","","","",""
"40396","Rossbourne School","Hawthorn","VIC","3122","Independent","Special","84","Not registered","0","0.2316","","","",""
"40400","St Paul's College","Balwyn","VIC","3101","Independent","Special","82","Not registered","0","0.3465","","","",""
"40402","Autism Queensland Education & Therapy Centre","Sunnybank Hills","QLD","4109","Independent","Special","70","Not registered","0","-0.3161","","","",""
"40406","Catholic Regional College Sydenham","Sydenham","VIC","3037","Catholic","Secondary","59","Not registered","0","-0.2013","","","",""
"40408","Tangara School for Girls","Cherrybrook","NSW","2126","Independent","Combined","94","Not registered","0","-0.1439","","","",""
"40409","Heritage Christian School","Port Macquarie","NSW","2444","Independent","Combined","61","Not registered","0","-0.1152","","","",""
"40412","Catherine McAuley College","Bendigo","VIC","3550","Catholic","Secondary","70","Not registered","0","-0.029","","","",""
"40421","Northern Adelaide Senior College","Elizabeth","SA","5112","Government","Secondary","37","Not registered","0","0.2293","","","",""
"40422","Marden Senior College","Marden","SA","5070","Government","Secondary","65","CRICOS registered","1","0.258","Location name, state and postcode","00018A","Department for Education","Marden Senior College"
"40427","Williamstown High School","Williamstown","VIC","3016","Government","Secondary","87","CRICOS registered","1","-0.3184","Location name, state and postcode","00861K","Department of Education","Williamstown High School"
"40429","Wodonga Senior Secondary College","Wodonga","VIC","3690","Government","Secondary","22","CRICOS registered","1","-0.261","Location name, state and postcode","00861K","Department of Education","Wodonga Senior Secondary College"
"40430","Swinburne Senior Secondary College","Hawthorn","VIC","3122","Government","Secondary","82","Not registered","0","-0.2323","","","",""
"40434","Echuca College","Echuca","VIC","3564","Government","Secondary","17","Not registered","0","-0.1175","","","",""
"40436","Chifley College Senior Campus","Mount Druitt","NSW","2770","Government","Secondary","10","Not registered","0","-0.0601","","","",""
"40437","Moree Secondary College","Moree","NSW","2400","Government","Secondary","2","Not registered","0","-0.0314","","","",""
"40438","St Marys Senior High School","St Marys","NSW","2760","Government","Secondary","69","Not registered","0","-0.0027","","","",""
"40440","Brisbane Water Secondary College Woy Woy Campus","Woy Woy","NSW","2256","Government","Secondary","35","Not registered","0","0.0547","","","",""
"40441","Sydney Secondary College Blackwattle Bay Campus","Glebe","NSW","2037","Government","Secondary","83","Not registered","0","0.0835","","","",""
"40443","Launceston College","Launceston","TAS","7250","Government","Secondary","40","CRICOS registered","1","0.1409","Location name, state and postcode","03352G","Department for Education, Children and Young People","Launceston College"
"40444","Elizabeth College","North Hobart","TAS","7000","Government","Secondary","45","CRICOS registered","1","0.1696","Location name, state and postcode","03352G","Department for Education, Children and Young People","Elizabeth College"
"40445","Rosny College","Rosny Park","TAS","7018","Government","Secondary","41","CRICOS registered","1","0.1983","Location name, state and postcode","03352G","Department for Education, Children and Young People","Rosny College"
"40446","Sevenoaks Senior College","Cannington","WA","6107","Government","Secondary","31","CRICOS registered","1","0.227","Location name, state and postcode","01723A","Department of Education","Sevenoaks Senior College"
"40447","North Lake Senior Campus","Kardinya","WA","6163","Government","Secondary","42","CRICOS registered","1","0.2557","Location name, state and postcode","01723A","Department of Education","North Lake Senior Campus"
"40448","Cyril Jackson Senior Campus","Bassendean","WA","6054","Government","Secondary","29","CRICOS registered","1","0.2844","Location name, state and postcode","01723A","Department of Education","Cyril Jackson Senior Campus"
"40450","Canning College","Bentley","WA","6102","Government","Secondary","76","CRICOS registered","1","0.3418","Location name, state and postcode","00463B","Canning College","Canning College"
"40452","Tallowood Steiner School","Bowraville","NSW","2449","Independent","Primary","42","Not registered","0","-0.3208","","","",""
"40487","Port Lincoln Junior Primary School","Port Lincoln","SA","5606","Government","Primary","35","Not registered","0","-0.036","","","",""
"40492","Australia Street Infants School","Newtown","NSW","2042","Government","Primary","94","Not registered","0","0.1075","","","",""
"40493","Russell Lea Public School","Russell Lea","NSW","2046","Government","Primary","93","Not registered","0","0.1362","","","",""
"40494","Taverners Hill Infants School","Petersham","NSW","2049","Government","Primary","91","Not registered","0","0.1649","","","",""
